"_EMAIL_FOLLOW_SESCONTEST_TITLE";"Follow Member’s Contest"
"_EMAIL_FOLLOW_SESCONTEST_DESCRIPTION";"This email will be sent to the member when someone follows his contest."
"_EMAIL_FOLLOW_SESCONTEST_SUBJECT";"Someone follows your contest."
"_EMAIL_FOLLOW_SESCONTEST_BODY";"[header]

'[member_name]' follows your contest '[contest_title]'. Click on the following link to view your contest:   

http://[host][object_link]

[footer]"
"_EMAIL_COMMENT_SESCONTEST_FOLLOWED_TITLE";"Comment on Contest Member Followed"
"_EMAIL_COMMENT_SESCONTEST_FOLLOWED_DESCRIPTION";"This email will be sent when someone commented a contest member followed."
"_EMAIL_COMMENT_SESCONTEST_FOLLOWED_SUBJECT";"Someone commented on a contest you followed."
"_EMAIL_COMMENT_SESCONTEST_FOLLOWED_BODY";"[header]

'[member_name]' commented on contest '[contest_title]' that you have followed. Click on the following link to view the comments on that contest: 

http://[host][object_link]

[footer]"
"_EMAIL_COMMENT_SESCONTEST_ENTRY_TITLE";"Comment on Member’s Entry"
"_EMAIL_COMMENT_SESCONTEST_ENTRY_DESCRIPTION";"This email will be sent to the member when someone commented on his entry."
"_EMAIL_COMMENT_SESCONTEST_ENTRY_SUBJECT";"Someone commented on your entry."
"_EMAIL_COMMENT_SESCONTEST_ENTRY_BODY";"[header]

'[member_name]' commented on your entry '[entry_title]'. Click on the following link to view your entry. 

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_VOTE_CONTEST_ENTRY_TITLE";"Vote for Member’s Entry"
"_EMAIL_SESCONTEST_VOTE_CONTEST_ENTRY_DESCRIPTION";"This email will be sent to the member when someone vote for his entry."
"_EMAIL_SESCONTEST_VOTE_CONTEST_ENTRY_SUBJECT";"Someone vote for your entry."
"_EMAIL_SESCONTEST_VOTE_CONTEST_ENTRY_BODY";"[header]

'[member_name]' voted on your entry '[entry_title]'. Click on the following link to view your entry. 

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_VOTE_START_ENTRY_TITLE";"Voting Started"
"_EMAIL_SESCONTEST_VOTE_START_ENTRY_DESCRIPTION";"This email will be sent to the member when voting on a contest he participated has started."
"_EMAIL_SESCONTEST_VOTE_START_ENTRY_SUBJECT";"Voting has been started on the contest you participated."
"_EMAIL_SESCONTEST_VOTE_START_ENTRY_BODY";"[header]

Start collecting votes on your entry as voting on contest '[contest_title]' has been started. Click the following link to view your entry.

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_VOTE_END_ENTRY_TITLE";"Voting Ended"
"_EMAIL_SESCONTEST_VOTE_END_ENTRY_DESCRIPTION";"This email will be sent to the member when voting on a contest he participated has ended."
"_EMAIL_SESCONTEST_VOTE_END_ENTRY_SUBJECT";"Voting has been ended on the contest you participated."
"_EMAIL_SESCONTEST_VOTE_END_ENTRY_BODY";"[header]

Voting on contest '[contest_title]' has been ended. Click the following link to view your entry.

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_WINNER_CONTEST_ENTRY_TITLE";"Win the Contest"
"_EMAIL_SESCONTEST_WINNER_CONTEST_ENTRY_DESCRIPTION";"This email will be sent to the member when he wins the contest."
"_EMAIL_SESCONTEST_WINNER_CONTEST_ENTRY_SUBJECT";"Congratulations!! You are the winner."
"_EMAIL_SESCONTEST_WINNER_CONTEST_ENTRY_BODY";"[header]

Congratulations!! You have become the '[winner_rank]' winner of the contest '[contest_title]'. 
Click the following link to view the your winner entry and the other winner entries of that contest:

http://[host][object_link]

[footer]"
"_EMAIL_SESCONTEST_RESULT_ANNOUNCED_TITLE";"Result Announced"
"_EMAIL_SESCONTEST_RESULT_ANNOUNCED_DESCRIPTION";"This email will be sent to member when winners of a contest he participated has been announced."
"_EMAIL_SESCONTEST_RESULT_ANNOUNCED_SUBJECT";"Winners of the contest you participated has been announced."
"_EMAIL_SESCONTEST_RESULT_ANNOUNCED_BODY";"[header]

Check who are the winners of the contest ‘[contest_tilte]’ as the result for the contest has been announced. Click the following link to view the winners of that contest:

http://[host][object_link]

[footer]"
"SES - Advanced Contests Plugin";"Contests"
"Join . Participate . Win . Enjoy Awesome Awards!!!";"Join . Participate . Win . Enjoy Awesome Awards!!!"
"Latest Entries";"Latest Entries"
"Tap into a fast-growing community of millions of enthusiast participants of all levels from over the world!";"Tap into a fast-growing community of millions of enthusiast participants of all levels from over the world!"
"Top Contest Creators";"Top Contest Creators"
"Top Participant";"Top Participant"
"Top Voters";"Top Voters"
"Popular Contests";"Popular Contests"
"CHECK OUT OPEN CONTESTS AND PARTICIPATE!";"CHECK OUT OPEN CONTESTS AND PARTICIPATE!"
"Custom URL";"Custom URL"
"Choose Media Type";"Choose Media Type"
"Who may post comments on this contest?";"Who may post comments on this contest?"
"Most Joined";"Most Joined"
"Most Favourited";"Most Favourited"
"The best images are the ones that retain their strength and impact over the years, regardless of the number of times they are viewed.";"The best images are the ones that retain their strength and impact over the years, regardless of the number of times they are viewed."
"Sort By: ";"Sort By: "
"Sort By:";"Sort By:"
"Nobody will ever notice that. Capturing moments in Videos is not about the tiny details. It's about the big picture.\r\n";"Nobody will ever notice that. Capturing moments in Videos is not about the tiny details. It's about the big picture.\r\n"
"Text and Blog Contests";"Text and Blog Contests"
"Any kind of writing can be an art, but creative thinking is the key. Whether you plan to immerse yourself in writing poetry, believe there's a novel in you trying to get out, or are simply tackling an essay or a blog post, your creative thinking and skill can combine to turn it into a work of art.";"Any kind of writing can be an art, but creative thinking is the key. Whether you plan to immerse yourself in writing poetry, believe there's a novel in you trying to get out, or are simply tackling an essay or a blog post, your creative thinking and skill can combine to turn it into a work of art."
"EXPLORE, CREATE & JOIN CONTESTS IN YOUR INTEREST AREA";"EXPLORE, CREATE & JOIN CONTESTS IN YOUR INTEREST AREA"
"We have contests in all possible Media Types with various categories & subcategories. Create or Join unlimited contests and win exciting prizes!!";"We have contests in all possible Media Types with various categories & subcategories. Create or Join unlimited contests and win exciting prizes!!"
"PHOTOS";"PHOTOS"
"MUSIC";"MUSIC"
"VIDEOS";"VIDEOS"
"TEXT";"TEXT"
"RECENT WINNER ENTRIES & ACHIEVERS";"RECENT WINNER ENTRIES & ACHIEVERS"
"Search";"Search"
"Cancel";"Cancel"
"How It Works";"How It Works"
"SesSun";"Sun"
"SesMon";"Mon"
"SesTue";"Tue"
"SesWed";"Wed"
"SesThu";"Thu"
"SesFri";"Fri"
"SesSat";"Sat"
"SesJan";"Jan"
"SesFeb";"Feb "
"SesMar";"Mar "
"SesApr";"Apr"
"SesMay";"May"
"SesJun";"Jun"
"SesJul";"Jul"
"SesAug";"Aug"
"SesSep";"Sep"
"SesOct";"Oct"
"SesNov";"Nov"
"SesDec";"Dec"
